 timeStep numberPedsInformed-PID12 numberPedsAll-PID12 percentageInformed-PID12
72 28.80000000000001 8 11 0.7272727272727273
73 29.200000000000017 8 11 0.7272727272727273
74 29.599999999999994 8 11 0.7272727272727273
75 30.0 8 11 0.7272727272727273
76 30.400000000000006 8 11 0.7272727272727273
77 30.80000000000001 8 11 0.7272727272727273
78 31.200000000000017 8 11 0.7272727272727273
79 31.599999999999994 8 11 0.7272727272727273
80 32.0 8 11 0.7272727272727273
81 32.400000000000006 8 11 0.7272727272727273
82 32.80000000000001 9 11 0.8181818181818182
83 33.20000000000002 9 12 0.75
84 33.599999999999994 10 12 0.8333333333333334
85 34.0 10 13 0.7692307692307693
86 34.400000000000006 10 13 0.7692307692307693
87 34.80000000000001 10 13 0.7692307692307693
88 35.20000000000002 10 12 0.8333333333333334
89 35.599999999999994 10 12 0.8333333333333334
90 36.0 10 12 0.8333333333333334
91 36.400000000000006 10 12 0.8333333333333334
92 36.80000000000001 10 12 0.8333333333333334
93 37.20000000000002 10 12 0.8333333333333334
94 37.599999999999994 10 12 0.8333333333333334
95 38.0 10 12 0.8333333333333334
96 38.400000000000006 10 12 0.8333333333333334
97 38.80000000000001 10 12 0.8333333333333334
98 39.20000000000002 10 12 0.8333333333333334
99 39.599999999999994 10 12 0.8333333333333334
100 40.0 10 12 0.8333333333333334
101 40.400000000000006 10 12 0.8333333333333334
102 40.80000000000001 10 12 0.8333333333333334
103 41.20000000000002 10 12 0.8333333333333334
104 41.599999999999994 10 12 0.8333333333333334
105 42.0 10 12 0.8333333333333334
106 42.400000000000006 10 12 0.8333333333333334
107 42.80000000000001 10 12 0.8333333333333334
108 43.20000000000002 10 12 0.8333333333333334
109 43.599999999999994 10 12 0.8333333333333334
110 44.0 10 12 0.8333333333333334
111 44.400000000000006 10 12 0.8333333333333334
112 44.80000000000001 11 13 0.8461538461538461
113 45.20000000000002 11 13 0.8461538461538461
114 45.599999999999994 11 13 0.8461538461538461
115 46.0 11 13 0.8461538461538461
116 46.400000000000006 11 13 0.8461538461538461
117 46.80000000000001 11 13 0.8461538461538461
118 47.20000000000002 11 13 0.8461538461538461
119 47.599999999999994 11 13 0.8461538461538461
120 48.0 11 13 0.8461538461538461
121 48.400000000000006 11 14 0.7857142857142857
122 48.80000000000001 12 14 0.8571428571428571
123 49.20000000000002 12 14 0.8571428571428571
124 49.599999999999994 12 14 0.8571428571428571
125 50.0 12 14 0.8571428571428571
126 50.400000000000006 12 14 0.8571428571428571
127 50.80000000000001 12 14 0.8571428571428571
128 51.20000000000002 12 14 0.8571428571428571
129 51.599999999999994 12 14 0.8571428571428571
130 52.0 12 14 0.8571428571428571
131 52.400000000000006 12 14 0.8571428571428571
132 52.80000000000001 12 14 0.8571428571428571
133 53.20000000000002 12 14 0.8571428571428571
134 53.60000000000002 12 14 0.8571428571428571
135 54.0 12 14 0.8571428571428571
136 54.400000000000006 12 14 0.8571428571428571
137 54.80000000000001 12 14 0.8571428571428571
138 55.20000000000002 12 14 0.8571428571428571
139 55.60000000000002 13 15 0.8666666666666667
140 56.0 13 15 0.8666666666666667
141 56.400000000000006 13 15 0.8666666666666667
142 56.80000000000001 13 15 0.8666666666666667
143 57.20000000000002 13 15 0.8666666666666667
144 57.60000000000002 13 15 0.8666666666666667
145 58.0 13 15 0.8666666666666667
146 58.400000000000006 13 15 0.8666666666666667
147 58.80000000000001 13 15 0.8666666666666667
148 59.20000000000002 13 15 0.8666666666666667
149 59.60000000000002 13 15 0.8666666666666667
150 60.0 13 15 0.8666666666666667
151 60.400000000000006 13 15 0.8666666666666667
152 60.80000000000001 13 15 0.8666666666666667
153 61.20000000000002 13 15 0.8666666666666667
154 61.60000000000002 13 15 0.8666666666666667
155 62.0 13 15 0.8666666666666667
156 62.400000000000006 13 15 0.8666666666666667
157 62.80000000000001 13 15 0.8666666666666667
158 63.20000000000002 13 15 0.8666666666666667
159 63.60000000000002 13 15 0.8666666666666667
160 64.0 13 14 0.9285714285714286
161 64.4 13 14 0.9285714285714286
162 64.80000000000001 13 14 0.9285714285714286
163 65.20000000000002 13 14 0.9285714285714286
164 65.60000000000002 13 14 0.9285714285714286
165 66.0 13 14 0.9285714285714286
166 66.4 13 14 0.9285714285714286
167 66.80000000000001 14 15 0.9333333333333332
168 67.20000000000002 14 15 0.9333333333333332
169 67.60000000000002 14 15 0.9333333333333332
170 68.0 14 15 0.9333333333333332
171 68.4 13 14 0.9285714285714286
172 68.80000000000001 13 14 0.9285714285714286
173 69.20000000000002 13 13 1.0
